id,title,desc,img_url,found,desc_temp,keywords
136,Benarsi Brocade Fabric,Red with white silk thread brocade on silk,./images/askdevi_filename_20.jpg,y,"['Red', 'with', 'white', 'silk', 'thread', 'brocade', 'on', 'silk']",red white silk thread brocade silk
138,Benarsi Resham Brocade Fabric,Peridot green with pink  and white silk  thread brocade on silk,./images/askdevi_filename_21.jpg,y,"['Peridot', 'green', 'with', 'pink', 'and', 'white', 'silk', 'thread', 'brocade', 'on', 'silk']",peridot green pink white silk thread brocade silk
140,Iktara Zari Brocade Fabric,Mustard Yellow with zari and maroon brocade on silk,./images/askdevi_filename_22.jpg,y,"['Mustard', 'Yellow', 'with', 'zari', 'and', 'maroon', 'brocade', 'on', 'silk']",mustard yellow zari maroon brocade silk
142,Ektara Brocade Fabric,Pinkish Red with white leaf pattern brocade on silk,./images/askdevi_filename_23.jpg,y,"['Pinkish', 'Red', 'with', 'white', 'leaf', 'pattern', 'brocade', 'on', 'silk']",pinkish red white leaf pattern brocade silk
144,Ektara Brocade Fabric,Purple with green and white leaf pattern brocade on silk,./images/askdevi_filename_24.jpg,y,"['Purple', 'with', 'green', 'and', 'white', 'leaf', 'pattern', 'brocade', 'on', 'silk']",purple green white leaf pattern brocade silk
146,Iktara Zari Brocade Fabric,Fuschia Purple with shocking pink and zari brocade on silk,./images/askdevi_filename_25.jpg,y,"['Fuschia', 'Purple', 'with', 'shocking', 'pink', 'and', 'zari', 'brocade', 'on', 'silk']",fuschia purple shocking pink zari brocade silk
148,Iktara Zari Brocade Fabric,Red with Red and Zari brocade on silk,./images/askdevi_filename_26.jpg,y,"['Red', 'with', 'Red', 'and', 'Zari', 'brocade', 'on', 'silk']",red red zari brocade silk
150,Iktara Zari Brocade Fabric,Mightnight blue with navy and Zari brocade on silk,./images/askdevi_filename_27.jpg,y,"['Mightnight', 'blue', 'with', 'navy', 'and', 'Zari', 'brocade', 'on', 'silk']",mightnight blue navy zari brocade silk
152,Iktara Zari Brocade Fabric,Pinkish red with fuschia pink and zari brocade on silk,./images/askdevi_filename_28.jpg,y,"['Pinkish', 'red', 'with', 'fuschia', 'pink', 'and', 'zari', 'brocade', 'on', 'silk']",pinkish red fuschia pink zari brocade silk
154,Katan Silk Brocade Fabric,Mauve purple with gold brocade on silk,./images/askdevi_filename_29.jpg,y,"['Mauve', 'purple', 'with', 'gold', 'brocade', 'on', 'silk']",mauve purple gold brocade silk
156,Cotton Embroidered Fabric,White embroided and cut work on cotton,./images/askdevi_filename_30.jpg,y,"['White', 'embroided', 'and', 'cut', 'work', 'on', 'cotton']",white embroided cut work cotton
159,Chanderi Bandhani Embroidery Fabric,Dark green with white and yello bhandi and gold flower embroidery on silk,./images/askdevi_filename_31.jpg,y,"['Dark', 'green', 'with', 'white', 'and', 'yello', 'bhandi', 'and', 'gold', 'flower', 'embroidery', 'on', 'silk']",dark green white yello bhandi gold flower embroidery silk
161,Chanderi Bandhani Embroidery Fabric,Mustard yellow with white and pink bhandhani and gold embroidery on silk,./images/askdevi_filename_32.jpg,y,"['Mustard', 'yellow', 'with', 'white', 'and', 'pink', 'bhandhani', 'and', 'gold', 'embroidery', 'on', 'silk']",mustard yellow white pink bhandhani gold embroidery silk
163,Chanderi Bandhani Embroidery Fabric,Midnight Blue with white and pink bhandhni and gold flower embroidery on silk,./images/askdevi_filename_33.jpg,y,"['Midnight', 'Blue', 'with', 'white', 'and', 'pink', 'bhandhni', 'and', 'gold', 'flower', 'embroidery', 'on', 'silk']",midnight blue white pink bhandhni gold flower embroidery silk
165,Chanderi Bandhani Embroidery Fabric,Navy blue with white and pink bandhani and gold long motif embroidery on silk,./images/askdevi_filename_34.jpg,y,"['Navy', 'blue', 'with', 'white', 'and', 'pink', 'bandhani', 'and', 'gold', 'long', 'motif', 'embroidery', 'on', 'silk']",navy blue white pink bandhani gold long motif embroidery silk
192,Brocade Fabric,"Parrot green with turquoise, gold and purple brocade in marquis shape on silk",./images/askdevi_filename_35.jpg,y,"['Parrot', 'green', 'with', 'turquoise,', 'gold', 'and', 'purple', 'brocade', 'in', 'marquis', 'shape', 'on', 'silk']",parrot green gold purple brocade marquis shape silk
194,Brocade Fabric,Aubergine purple with mutted and bright gold flower motif brocade silk,./images/askdevi_filename_36.jpg,y,"['Aubergine', 'purple', 'with', 'mutted', 'and', 'bright', 'gold', 'flower', 'motif', 'brocade', 'silk']",aubergine purple mutted bright gold flower motif brocade silk
196,Brocade Fabric,Royal blue with mutted and bright gold flower motif brocade silk,./images/askdevi_filename_37.jpg,y,"['Royal', 'blue', 'with', 'mutted', 'and', 'bright', 'gold', 'flower', 'motif', 'brocade', 'silk']",royal blue mutted bright gold flower motif brocade silk
198,Brocade Fabric,Teal with silver and gold flower with stem brocade silk,./images/askdevi_filename_38.jpg,y,"['Teal', 'with', 'silver', 'and', 'gold', 'flower', 'with', 'stem', 'brocade', 'silk']",teal silver gold flower stem brocade silk
200,Brocade Fabric,Taupe with silver and gold flower with stem brocade silk,./images/askdevi_filename_39.jpg,y,"['Taupe', 'with', 'silver', 'and', 'gold', 'flower', 'with', 'stem', 'brocade', 'silk']",taupe silver gold flower stem brocade silk
202,Brocade Fabric,Black with silver and gold flower with stem brocade silk,./images/askdevi_filename_40.jpg,y,"['Black', 'with', 'silver', 'and', 'gold', 'flower', 'with', 'stem', 'brocade', 'silk']",black silver gold flower stem brocade silk
204,Brocade Fabric,Bright with gold flower with stem brocade silk,./images/askdevi_filename_41.jpg,y,"['Bright', 'with', 'gold', 'flower', 'with', 'stem', 'brocade', 'silk']",bright gold flower stem brocade silk
206,Brocade Fabric,Peridot with muted gold  and silver flower motif brocade silk,./images/askdevi_filename_42.jpg,y,"['Peridot', 'with', 'muted', 'gold', 'and', 'silver', 'flower', 'motif', 'brocade', 'silk']",peridot muted gold silver flower motif brocade silk
208,Silk Brocade Fabric,Old gold with muted gold flower brocade silk,./images/askdevi_filename_43.jpg,y,"['Old', 'gold', 'with', 'muted', 'gold', 'flower', 'brocade', 'silk']",old gold muted gold flower brocade silk
210,Silk Brocade Fabric,"Black with orange, pink, silver and gold all over flower and scroll brocade silk",./images/askdevi_filename_44.jpg,y,"['Black', 'with', 'orange,', 'pink,', 'silver', 'and', 'gold', 'all', 'over', 'flower', 'and', 'scroll', 'brocade', 'silk']",black silver gold flower scroll brocade silk
212,Silk Brocade Fabric,Maroon Red with gold flower and stem motif brocade silk,./images/askdevi_filename_45.jpg,y,"['Maroon', 'Red', 'with', 'gold', 'flower', 'and', 'stem', 'motif', 'brocade', 'silk']",maroon red gold flower stem motif brocade silk
214,Silk Brocade Fabric,"Fuchia pink with all over gold, purple, green and red motif brocade silk",./images/askdevi_filename_46.jpg,y,"['Fuchia', 'pink', 'with', 'all', 'over', 'gold,', 'purple,', 'green', 'and', 'red', 'motif', 'brocade', 'silk']",fuchia pink green red motif brocade silk
216,Silk Brocade Fabric,Mustard yellow with gold and maroon red medalliaon butta brocade on silk,./images/askdevi_filename_47.jpg,y,"['Mustard', 'yellow', 'with', 'gold', 'and', 'maroon', 'red', 'medalliaon', 'butta', 'brocade', 'on', 'silk']",mustard yellow gold maroon red medalliaon butta brocade silk
218,Brocade Fabric,"Grey with black flower, stem and leaf prints and mutted gold flower brocade on silk",./images/askdevi_filename_48.jpg,y,"['Grey', 'with', 'black', 'flower,', 'stem', 'and', 'leaf', 'prints', 'and', 'mutted', 'gold', 'flower', 'brocade', 'on', 'silk']",grey black stem leaf print mutted gold flower brocade silk
222,Brocade Fabric,Teal blue with a gold and green wreath motif brocade on silk,./images/askdevi_filename_49.jpg,y,"['Teal', 'blue', 'with', 'a', 'gold', 'and', 'green', 'wreath', 'motif', 'brocade', 'on', 'silk']",teal blue gold green wreath motif brocade silk
224,Brocade Fabric,Brown with diamond large square pasiley motif and green vines brocade on silk,./images/askdevi_filename_50.jpg,y,"['Brown', 'with', 'diamond', 'large', 'square', 'pasiley', 'motif', 'and', 'green', 'vines', 'brocade', 'on', 'silk']",brown diamond square pasiley motif green vine brocade silk
226,Brocade Fabric,Old gold yellow with gold flower and stem motif brocade on silk,./images/askdevi_filename_51.jpg,y,"['Old', 'gold', 'yellow', 'with', 'gold', 'flower', 'and', 'stem', 'motif', 'brocade', 'on', 'silk']",old gold yellow gold flower stem motif brocade silk
228,Brocade Fabric,Gray brown with dual toned gold and silver flower and stem motif brocade on silk,./images/askdevi_filename_52.jpg,y,"['Gray', 'brown', 'with', 'dual', 'toned', 'gold', 'and', 'silver', 'flower', 'and', 'stem', 'motif', 'brocade', 'on', 'silk']",gray brown dual toned gold silver flower stem motif brocade silk
230,Brocade Fabric,Gray with mutted gold and yellow silk thread brocade design on silk,./images/askdevi_filename_53.jpg,y,"['Gray', 'with', 'mutted', 'gold', 'and', 'yellow', 'silk', 'thread', 'brocade', 'design', 'on', 'silk']",gray mutted gold yellow silk thread brocade design silk
232,Brocade Fabric,old gold yellow with gold big motif brocade on silk,./images/askdevi_filename_54.jpg,y,"['old', 'gold', 'yellow', 'with', 'gold', 'big', 'motif', 'brocade', 'on', 'silk']",old gold yellow gold big motif brocade silk
